,cardId,cardName,annualfee,pervSales,Benefits,Detail_summ_name,Details_summary
31,31,현대카드 Summit,"국내 20만원, 해외 20만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '바우처', '포인트/캐시백', '프리미엄', '교육', '의료', '대형마트', '주유', '통신', '쇼핑', '카페/베이커리', '외식', '문화', '영화', '뷰티', '금융']","['연회비 100% 상당의 혜택 제공', '연 1회 15만원권 바우처 제공', '국내외 가맹점 1.5% M포인트 적립\nM포인트 사용', 'THE LOUNGE 서비스 제공\n공항 및 특급호텔 발레파킹 무료 이용\n국내항공사/여행사/특급호텔 5% 적립\n골프장/골프연습장 5% 적립\n메탈 플레이트 제공', '학원/유치원 5% 적립\n교육 업종 1.5% M포인트 적립', '병원/약국 5% 적립\n의료 업종 1.5% M포인트 적립', '대형마트 1.5% M포인트 적립', '주유소 1.5% M포인트 적립', '통신 업종 1.5% M포인트 적립', '쇼핑 업종 1.5% M포인트 적립', '카페/베이커리 1.5% M포인트 적립', '외식 업종 1.5% M포인트 적립', '도서/공연 1.5% M포인트 적립', '영화관 1.5% M포인트 적립', '뷰티 업종 1.5% M포인트 적립', '금융 업종 1.5% M포인트 적립']"
32,32,아시아나 신한카드 Air 1.5,"국내 4만3천원, 해외 4만5천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '항공마일리지']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '국내외 1천원당 1.5 마일리지 적립\n해외 이용금액은 2배로 더블적립!']"
33,33,삼성 iD ON 카드,"국내 2만원, 해외 2만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '대중교통', '외식', '간편결제', '카페/베이커리', '문화', '통신']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '교통 10% 결제일할인', '커피전문점·배달앱·델리 중\n많이 쓰는 영역 30% 자동맞춤 할인', '온라인 간편결제\n3% · 1% 결제일 할인', '커피전문점·배달앱·델리 중\n많이 쓰는 영역 30% 자동맞춤 할인', '스트리밍 10% 결제일할인', '이동통신 10% 결제일할인']"
34,34,신한카드 Air One,"국내 4만9천원, 해외 5만1천원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,['항공마일리지'],['대한항공 마일리지 적립 서비스']
35,35,현대카드MM,"국내 7만원, 해외 7만원, 가족 2만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '포인트/캐시백', '쇼핑', '외식', '프리미엄', '편의점', '통신', '카페/베이커리', '대형마트', '주유', '대중교통', '간편결제', '영화', '뷰티', '레저', '문화', '렌탈', '교육', '육아', '의료', '반려동물']","['신규회원 Welcome 이벤트', '국내외 가맹점 1.5% M포인트 적립\n해외 가맹점 10% M포인트 적립\nM 긴급적립(선지급 포인트 서비스)', '온라인 쇼핑몰 10% M포인트 적립\n쇼핑 업종 1.5% M포인트 적립', '일반음식점 10% M포인트 적립\n외식 업종 1.5% M포인트 적립', '인천국제공항 라운지 무료 이용\n인천국제공항 발레파킹 무료 이용\n프리미엄 업종 1.5% M포인트 적립', '편의점 1.5% M포인트 적립', '통신 업종 1.5% M포인트 적립', '카페/베이커리 1.5% M포인트 적립', '대형마트 1.5% M포인트 적립', '주유소 1.5% M포인트 적립', '대중교통 1.5% M포인트 적립', '간편결제 1.5% M포인트 적립', '영화관 1.5% M포인트 적립', '뷰티 업종 1.5% M포인트 적립', '레저 업종 1.5% M포인트 적립', '도서/공연 1.5% M포인트 적립', '렌탈 업종 1.5% M포인트 적립', '교육 업종 1.5% M포인트 적립', '육아 업종 1.5% M포인트 적립', '의료 업종 1.5% M포인트 적립', '동물병원 1.5% M포인트 적립']"
36,36,LOCA Professional,"국내 30만원, 해외 30만원, 가족 5만원",조건없음,조건없음,"['포인트/캐시백', '납부 혜택', '바우처', '프리미엄', '렌탈', '금융', '의료', '뷰티', '레저', '문화', '영화', '편의점', '외식', '카페/베이커리', '쇼핑', '육아', '통신', '교육', '대형마트', '오토', '주유']","['실적, 한도 없이 최대 2% 캐시백', '이용금액에 따라 최대 10개월 나누기\n추가 수수료 없는 납부 혜택!', '롯데상품권카드 5만원 증정', '공항 라운지 무료 이용\n특급호텔 발렛파킹 서비스\n인천공항 발렛파킹 서비스\nMastercard World', '렌탈 업종 최대 2% 캐시백', '금융 업종 최대 2% 캐시백', '의료 업종 최대 2% 캐시백', '뷰티 업종 최대 2% 캐시백', '레저 업종 최대 2% 캐시백', '문화 업종 최대 2% 캐시백', '영화 최대 2% 캐시백', '편의점 최대 2% 캐시백', '외식 관련 업종 최대 2% 캐시백', '카페·베이커리 최대 2% 캐시백', '쇼핑 업종 최대 2% 캐시백', '영·유아 업종 최대 2% 캐시백', '통신비 최대 2% 캐시백', '교육비 최대 2% 캐시백', '대형마트 최대 2% 캐시백', '오토 관련 업종 최대 2% 캐시백', '주유비 최대 2% 캐시백']"
37,37,신한카드 경차사랑 Life,"국내전용 없음, 해외겸용 없음",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['경차유류환급', '주유', '편의점', '카페/베이커리', '대형마트', '금융', '의료']","['경차 유류세 리터당 250원 자동환급', '모든 주유소·충전소 80원/ℓ 할인!', '편의점 업종 10% 할인', '커피전문점 10% 할인', '이마트·롯데마트·홈플러스 주말5%할인', '한화손해보험 다이렉트 자동차보험 할인', '병원/약국 10% 할인']"
38,38,신한카드 Simple+,"국내 1만원, 해외 1만3천원",조건없음,조건없음,"['연회비지원', '포인트/캐시백', '카페/베이커리', '편의점', '대형마트', '통신', '쇼핑', '외식', '영화', '대중교통', '문화', '뷰티', '관리비', '주유', '육아', '의료', '교육', '레저']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '1천원 미만 잔돈(Coin)은 할인\n이동통신요금 자동이체 추가 캐시백', '카페&베이커리 0.7% 캐시백\n월 10회 천원 미만 결제금액 할인', '주요 편의점 이용금액 0.7% 캐시백\n월 10회 천원 미만 결제금액 할인', '대형마트 이용금액 0.7% 캐시백\n월 10회 천원 미만 결제금액 할인', '이동통신요금 0.7% 캐시백 제공\nSKT·KT·LG자동이체시 총1.4%', '전월 실적 없이 0.7% 캐시백\n월 10회 천원 미만 결제금액 할인', '전월 실적 없이 0.7% 캐시백\n월 10회 천원 미만 결제금액 할인', '온라인 영화 예매 할인', '대중교통 이용금액 0.7% 캐시백', '모든 문화 이용금액 0.7% 캐시백', '뷰티업종 결제금액 0.7% 캐시백', '관리비 결제금액 0.7% 캐시백', '주유 이용금액 0.7% 캐시백 제공', '육아 관련 결제금액 0.7% 캐시백', '전월 실적 없이 0.7% 캐시백\n월 10회 천원 미만 결제금액 할인', '전국 교육 가맹점 0.7% 캐시백', '레저업종 결제금액 0.7% 캐시백']"
39,39,신한카드 국민행복,"국내전용 없음, 해외겸용 없음",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['국민행복카드', '의료', '쇼핑', '교육', '외식', '문화', '금융']","['임출산 진료비/보육료/생활할인 지원', '병원/약국/산후조리원 5% 청구할인', 'SSG닷컴, 롯데ON, 11번가\nG마켓, 쿠팡 5% 결제일 할인\n온라인 월회비 3천원 할인', '어린이집/유치원 중 부모부담금,\n전국 학원 10% 청구 할인', '배달의민족, 요기요 10% 청구할인', '넷플릭스, 유튜브프리미엄 50% 할인\n예스24, 알라딘, 교보문고 할인', '신한투자증권 수수료 면제 혜택 서비스\n신한라이프 어린이보험 보험료 우대']"
40,40,NH농협 올바른NEW HAVE 카드,"국내 1만2천원, 해외 1만2천원",조건없음,기본적립 0.7% 최대 2.1% 적립많이 쓴 영역 3배/2배 자동적립,"['포인트/캐시백', '쇼핑', '외식', '대형마트', '문화', '통신', '카페/베이커리', '대중교통', '편의점', '프리미엄', '금융']","['기본적립: 0.7% NH포인트적립\n스마트적립: 0.7/1.4%추가적립', '스마트적립 ①영역: 온라인쇼핑/배달앱\n스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ①영역: 온라인쇼핑/배달앱', '스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ⑤영역: 커피/편의점', '스마트적립 ④영역: 대중교통 / 택시', '스마트적립 ⑤영역: 커피/편의점', '국제공항 라운지 무료이용', '농협 이체수수료 통합 월 10회 면제']"
41,41,KB국민 다담카드,"국내 1만5천원, 해외 2만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '통신', '주유', '영화', '대중교통', '포인트/캐시백', '쇼핑', '대형마트', '카페/베이커리', '외식', '편의점', '문화', '교육', '오토']","['온라인신규신청 연회비 100% 캐시백\n홈페이지 내 신용카드 최초 발급 시', '이동통신요금 10% 할인', 'SK주유소 리터당 60원 할인', 'CGV등 온라인예매 3,500원 할인', '버스, 지하철 10% 청구할인', '해외 가맹점 5% 할인캐시백\n생활, 교육, 쇼핑, 직장인, 레저중\n원하는 서비스 선택해 최대 7% 적립', '온라인쇼핑몰, 홈쇼핑 7% 적립\n백화점 5% 포인트리 적립\n소셜커머스 5% 포인트리 적립\n프리미엄 아울렛 5% 포인트리 적립\nZARA/H&M 5% 포인트리 적립', '대형마트에서 7% 포인트리 적립', '포인트리 최대 7% 적립', '음식점 업종 5% 포인트리 적립', '편의점에서 5% 포인트리 적립', '오프라인 서점에서 5% 포인트리 적립\n공연 5% 포인트리 적립', '학원에서 5% 포인트리 적립', '정비할인 및 엔진오일 무료 교환']"
42,42,신한카드 처음,"국내 1만5천원, 해외 1만8천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['연회비지원', '통신', '카페/베이커리', '외식', '편의점', '쇼핑', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!\n신규 회원이면 참여 가능!', '통신 10% 마이신한포인트 적립', '카페 5% 마이신한포인트 적립', '외식 영역 5% 마이신한포인트 적립', '4대 편의점 5% 마이신한포인트 적립', '온라인 쇼핑 5% 마이신한포인트 적립', '오늘도 5% 적립\n일상 속 5% 적립 서비스\n정기결제 최대 20% 적립 서비스\n소비관리 보너스 적립 서비스']"
43,43,어디로든 그린카드 X LOCA,"국내 1만5천원, 해외 1만5천원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['그린카드', '주유', '레저', '대중교통', '카페/베이커리', '쇼핑', '대형마트', '편의점', '외식', '영화', '통신', '교육', '문화', '렌탈', '뷰티', '의료', '육아', '반려동물']","['국내 가맹점 0.2% 에코머니 적립', '최대 40% 에코머니 적립\n친환경 자동차 충전 시', '공유 모빌리티 10% 에코머니 적립', '대중교통 10% 에코머니 적립\n일반교통 10% 에코머니 적립', '커피전문점 10% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립', '국내 가맹점 0.2% 에코머니 적립']"
44,44,삼성iD GLOBAL 카드,"국내 2만원, 해외 2만원",직전 1개월 합계 50만원 이상,직전 1개월 합계 50만원 이상,"['연회비지원', '언제나할인', '쇼핑', '간편결제', '문화', '레저', '편의점', '카페/베이커리', '주유', '프리미엄']","['행사 응모필수!\n온라인신규회원 연회비 100% 캐시백\n(삼성개인신용카드 신규발급 시 제공)', '해외 수수료 할인\n국내 가맹점 0.5% 할인', '해외 2% 결제일 할인\n신라면세점 1% 결제일 할인\n리셀쇼핑 1% 결제일 할인\n온라인쇼핑몰 1% 결제일 할인\n백화점 1% 결제일 할인\n홈쇼핑 1% 결제일 할인\n인앱 결제 50% 결제일 할인\n멤버십 정기결제 50% 결제일 할인', '삼성페이 해외 오프라인 5% 할인\n온라인 간편결제 1% 할인', '디지털 콘텐츠 50% 결제일 할인', '항공권/여행사 1% 결제일 할인', '편의점 1% 결제일 할인', '카페 1% 결제일 할인', '주유소 1% 결제일 할인', '공항 라운지 무료이용 서비스']"
45,45,BC 바로 리워드 플러스,"국내 1만원, 해외 1만원",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['언제나할인', '외식', '쇼핑', '문화', '대형마트', '영화', '주유', '대중교통', '통신', '레저', '교육', '관리비']","['가맹점 페이북머니 최대 1.5% 적립', '아웃백스테이크하우스 30% 적립', '신세계, 현대, 롯데 백화점 적립\nG마켓, 쿠팡, 마켓컬리 등 5%적립', '넷플릭스,유튜브프리미엄 30%적립\n온라인 멤버쉽 30% 적립\n교보문고, 영풍문고 등 5% 적립', '이마트,홈플러스,롯데마트 5% 적립', 'CGV, 롯데시네마 30% 적립', '주유소, 전기차충전소 5%적립', '대중교통 5%적립', '휴대폰요금 자동이체 요금 5% 적립', '골프 업종 가맹점 5% 적립', '전국 가맹점 학원/유치원 5%적립', '아파트 관리비 5% 적립']"
46,46,신한카드 처음(ANNIVERSE),"해외 1만8천원, 가족겸용 없음",직전 1개월 합계 30만원 이상,직전 1개월 합계 30만원 이상,"['포인트/캐시백', '통신', '카페/베이커리', '외식', '편의점', '쇼핑']","['오늘도 5% 적립\n일상 속 5% 적립 서비스\n정기결제 최대 20% 적립 서비스\n소비관리 보너스 적립 서비스', '통신 10% 마이신한포인트 적립', '카페 5% 마이신한포인트 적립', '외식 영역 5% 마이신한포인트 적립', '4대 편의점 5% 마이신한포인트 적립', '쇼핑 5% 마이신한포인트 적립']"
